"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60609816","2024-03-17T13:40:47.000","2024-03-25T21:09:30.000","HPD","Department of Housing Preservation and Development","FLOORING/STAIRS","FLOOR","RESIDENTIAL BUILDING","10461","3555 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-03-25T00:00:00.000","10 BRONX","2041780010","BRONX","1031980","248204","ONLINE","Unspecified","BRONX",,,,,,,,"40.84780869783529","-73.82748144004533","
,  
(40.84780869783529, -73.82748144004533)","11270","43","5","12","28","28"
"60606169","2024-03-17T13:40:47.000","2024-03-25T21:09:30.000","HPD","Department of Housing Preservation and Development","UNSANITARY CONDITION","PESTS","RESIDENTIAL BUILDING","10461","3555 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-03-25T00:00:00.000","10 BRONX","2041780010","BRONX","1031980","248204","ONLINE","Unspecified","BRONX",,,,,,,,"40.84780869783529","-73.82748144004533","
,  
(40.84780869783529, -73.82748144004533)","11270","43","5","12","28","28"
"60606146","2024-03-17T13:40:47.000","2024-03-25T21:09:30.000","HPD","Department of Housing Preservation and Development","PAINT/PLASTER","CEILING","RESIDENTIAL BUILDING","10461","3555 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-03-25T00:00:00.000","10 BRONX","2041780010","BRONX","1031980","248204","ONLINE","Unspecified","BRONX",,,,,,,,"40.84780869783529","-73.82748144004533","
,  
(40.84780869783529, -73.82748144004533)","11270","43","5","12","28","28"
"60612523","2024-03-17T13:40:47.000","2024-03-25T21:09:30.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","WINDOW FRAME","RESIDENTIAL BUILDING","10461","3555 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-03-25T00:00:00.000","10 BRONX","2041780010","BRONX","1031980","248204","ONLINE","Unspecified","BRONX",,,,,,,,"40.84780869783529","-73.82748144004533","
,  
(40.84780869783529, -73.82748144004533)","11270","43","5","12","28","28"
"60612578","2024-03-17T13:40:47.000","2024-03-25T21:09:30.000","HPD","Department of Housing Preservation and Development","UNSANITARY CONDITION","PESTS","RESIDENTIAL BUILDING","10461","3555 BRUCKNER BOULEVARD","BRUCKNER BOULEVARD",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-03-25T00:00:00.000","10 BRONX","2041780010","BRONX","1031980","248204","ONLINE","Unspecified","BRONX",,,,,,,,"40.84780869783529","-73.82748144004533","
,  
(40.84780869783529, -73.82748144004533)","11270","43","5","12","28","28"
"60608092","2024-03-17T13:40:48.000","2024-06-17T07:07:51.000","HPD","Department of Housing Preservation and Development","WATER LEAK","HEAVY FLOW","RESIDENTIAL BUILDING","10466","1152 EAST  225 STREET","EAST  225 STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-06-17T00:00:00.000","12 BRONX","2049030072","BRONX","1026424","261193","ONLINE","Unspecified","BRONX",,,,,,,,"40.8834877920026","-73.84748163812564","
,  
(40.8834877920026, -73.84748163812564)","11275","29","5","2","30","30"
"60606462","2024-03-17T13:40:49.000","2024-03-18T09:42:28.000","DCWP","Department of Consumer and Worker Protection","Consumer Complaint","Stoop Line Stand","Business","10011","363 WEST   23 STREET","WEST   23 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   23 STREET",,"Closed",,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Sanitation (DSNY). NYC311 can help you file a complaint or contact the agency for further assistance.","2024-03-18T09:42:31.000","04 MANHATTAN","1007470001","MANHATTAN","984204","211069","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74601223108109","-74.00016601136937","
,  
(40.74601223108109, -74.00016601136937)","12074","12","4","10","6","6"
"60612641","2024-03-17T13:40:50.000","2024-03-17T15:08:31.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11356","18-10 121 STREET","121 STREET","18 AVENUE","20 AVENUE","18 AVENUE","20 AVENUE","ADDRESS","COLLEGE POINT","121 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:08:34.000","07 QUEENS","4040820024","QUEENS","1026677","224575","PHONE","Unspecified","QUEENS","Car",,,,,,,"40.7829808817522","-73.84679829224169","
,  
(40.7829808817522, -73.84679829224169)","14191","22","3","20","67","67"
"60608013","2024-03-17T13:40:51.000","2024-03-17T13:49:42.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","10019","400 WEST   55 STREET","WEST   55 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   55 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T13:49:46.000","04 MANHATTAN","1010640036","MANHATTAN","987825","218639","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76678922896015","-73.98709400443575","
,  
(40.76678922896015, -73.98709400443575)","12081","12","4","10","10","10"
"60612620","2024-03-17T13:40:53.000","2024-03-17T14:22:02.000","NYPD","New York City Police Department","Illegal Parking","Blocked Bike Lane","Street/Sidewalk","10011","175 7 AVENUE","7 AVENUE","WEST   20 STREET","WEST   21 STREET","WEST   20 STREET","WEST   21 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T14:22:07.000","04 MANHATTAN","1007960001","MANHATTAN","985120","209757","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7424110764795","-73.99686038946133","
,  
(40.7424110764795, -73.99686038946133)","12074","12","4","10","7","7"
"60612024","2024-03-17T13:41:00.000","2024-04-11T22:00:00.000","DEP","Department of Environmental Protection","Hazardous Materials","Chemical Odor (HD1)",,"11220","877 BAY RIDGE AVENUE","BAY RIDGE AVENUE","8 AVE","9 AVE",,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Environmental Protection investigated this complaint and determined that no further action is required.","2024-04-11T22:00:00.000","10 BROOKLYN","3057700045","BROOKLYN","980560","168581","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.629391669659505","-74.01329372853607","
,  
(40.629391669659505, -74.01329372853607)","18180","10","2","44","41","41"
"60607459","2024-03-17T13:41:00.000","2024-03-18T18:00:00.000","DEP","Department of Environmental Protection","Hazardous Materials","Chemical Odor (HD1)",,"11220","880 68 STREET","68 STREET","8 AVE","9 AVE",,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Environmental Protection investigated this complaint and determined that no further action is required.","2024-03-18T18:00:00.000","10 BROOKLYN","3057700036","BROOKLYN","980743","168760","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.62988306123116","-74.0126345390861","
,  
(40.62988306123116, -74.0126345390861)","18180","10","2","44","41","41"
"60608446","2024-03-17T13:41:14.000","2024-03-17T14:57:28.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11216","1477 BEDFORD AVENUE","BEDFORD AVENUE","STERLING PLACE","ST JOHNS PLACE","STERLING PLACE","ST JOHNS PLACE","ADDRESS","BROOKLYN","BEDFORD AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T14:57:32.000","08 BROOKLYN","3012460010","BROOKLYN","996896","184277","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.67246551271656","-73.954411634259","
,  
(40.67246551271656, -73.954411634259)","17618","16","2","48","49","49"
"60609371","2024-03-17T13:41:18.000","2024-03-17T21:41:09.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11368","104-32 38 AVENUE","38 AVENUE","104 STREET","108 STREET","104 STREET","108 STREET","ADDRESS","CORONA","38 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T21:41:13.000","03 QUEENS","4017750010","QUEENS","1022471","213126","MOBILE","Unspecified","QUEENS",,,,,,,,"40.75157557383164","-73.86205102004463","
,  
(40.75157557383164, -73.86205102004463)","14510","65","3","21","73","73"
"60606704","2024-03-17T13:41:22.000","2024-03-17T18:06:17.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10453","1955 GRAND CONCOURSE","GRAND CONCOURSE","EAST  178 STREET","EAST  179 STREET","EAST  178 STREET","EAST  179 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T18:06:20.000","05 BRONX","2028080051","BRONX","1010519","249208","PHONE","Unspecified","BRONX",,,,,,,,"40.8506543076287","-73.90504751962145","
,  
(40.8506543076287, -73.90504751962145)","10935","6","5","29","29","29"
"60609138","2024-03-17T13:41:27.000","2024-06-28T11:39:25.000","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","10011","175 7 AVENUE","7 AVENUE","WEST   20 STREET","WEST   21 STREET","WEST   20 STREET","WEST   21 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.","2024-06-28T11:39:29.000","04 MANHATTAN","1007960001","MANHATTAN","985120","209757","ONLINE","Unspecified","MANHATTAN",,,"175 7 AVENUE, MANHATTAN (NEW YORK), NY, 10011",,,,,"40.7424110764795","-73.99686038946133","
,  
(40.7424110764795, -73.99686038946133)","12074","12","4","10","7","7"
"60610177","2024-03-17T13:41:30.000","2024-03-18T04:07:56.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","11231","206 RICHARDS STREET","RICHARDS STREET","DIKEMAN STREET","COFFEY STREET","DIKEMAN STREET","COFFEY STREET","ADDRESS","BROOKLYN","RICHARDS STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no violation at the location.","2024-03-18T04:08:00.000","06 BROOKLYN","3005870032","BROOKLYN","980809","185379","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67549861842787","-74.0124052423082","
,  
(40.67549861842787, -74.0124052423082)","13514","14","2","7","48","48"
"60611794","2024-03-17T13:41:31.000","2024-05-28T08:59:37.000","DPR","Department of Parks and Recreation","Damaged Tree","Branch Cracked and Will Fall","Street","10307","CONNECTICUT STREET","CONNECTICUT STREET","CONNECTICUT STREET","SUMMIT ROAD","CONNECTICUT STREET","SUMMIT ROAD","INTERSECTION",,,,"Closed",,"NYC Parks visited the location but could not find the tree condition you reported.","2024-05-28T08:59:42.000","03 STATEN ISLAND",,"STATEN ISLAND","914485","124135","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.50712262044538","-74.25087865534584","
,  
(40.50712262044538, -74.25087865534584)","10694","15","1","9","77","77"
"60608594","2024-03-17T13:41:40.000","2024-03-17T14:21:08.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11368","111-33 41 AVENUE","41 AVENUE","111 STREET","114 STREET","111 STREET","114 STREET","ADDRESS","CORONA","41 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T14:21:12.000","04 QUEENS","4020130064","QUEENS","1024434","212939","PHONE","Unspecified","QUEENS",,,,,,,,"40.75105360395044","-73.85496720082827","
,  
(40.75105360395044, -73.85496720082827)","14510","66","3","21","68","68"
"60609315","2024-03-17T13:41:50.000","2024-03-17T15:13:55.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10472","1329 COMMONWEALTH AVENUE","COMMONWEALTH AVENUE","EAST  172 STREET","EAST  174 STREET","EAST  172 STREET","EAST  174 STREET","ADDRESS","BRONX","COMMONWEALTH AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:13:59.000","09 BRONX","2038740063","BRONX","1020596","242945","ONLINE","Unspecified","BRONX",,,,,,,,"40.83342849023004","-73.86865697421297","
,  
(40.83342849023004, -73.86865697421297)","11610","58","5","31","26","26"
"60609112","2024-03-17T13:42:00.000","2024-03-17T23:39:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street",,,,,,"COOPER STREET","COOPER STREET","INTERSECTION",,,,"Closed",,"DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.","2024-03-17T12:00:00.000","12 MANHATTAN",,"MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,,,,,,,,,,,,,,
"60606530","2024-03-17T13:42:07.000","2024-03-17T14:07:12.000","NYPD","New York City Police Department","Panhandling","N/A","Park/Playground","10011","26 WASHINGTON SQUARE NORTH","WASHINGTON SQUARE NORTH","5 AVENUE","MAC DOUGAL STREET","5 AVENUE","MAC DOUGAL STREET","ADDRESS","NEW YORK","WASHINGTON SQUARE NORTH",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T14:07:15.000","02 MANHATTAN","1005510015","MANHATTAN","984750","205972","MOBILE","N/A","MANHATTAN",,,,,,,,"40.732022216389765","-73.99819590744038","
,  
(40.732022216389765, -73.99819590744038)","12074","57","4","32","3","3"
"60609484","2024-03-17T13:42:12.000","2024-03-17T15:04:05.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11234","5013 AVENUE M","AVENUE M","UTICA AVENUE","EAST   51 STREET","UTICA AVENUE","EAST   51 STREET","ADDRESS","BROOKLYN","AVENUE M",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:04:09.000","18 BROOKLYN","3078480004","BROOKLYN","1004544","165670","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.62137911066745","-73.92689686411941","
,  
(40.62137911066745, -73.92689686411941)","13825","5","2","8","38","38"
"60607020","2024-03-17T13:42:18.000","2024-03-17T13:49:53.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","10019","400 WEST   55 STREET","WEST   55 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   55 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T13:49:58.000","04 MANHATTAN","1010640036","MANHATTAN","987825","218639","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76678922896015","-73.98709400443575","
,  
(40.76678922896015, -73.98709400443575)","12081","12","4","10","10","10"
"60610106","2024-03-17T13:42:19.000",,"DHS","Department of Homeless Services","Homeless Person Assistance",,"Store/Commercial","10003","154 EAST   14 STREET","EAST   14 STREET","IRVING PLACE","3 AVENUE","IRVING PLACE","3 AVENUE","ADDRESS","NEW YORK","EAST   14 STREET",,"Closed",,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.","2024-03-17T17:35:53.000","03 MANHATTAN","1005590032","MANHATTAN","987715","206480","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.73341588702228","-73.98749737702946","
,  
(40.73341588702228, -73.98749737702946)","11724","70","4","50","5","5"
"60609469","2024-03-17T13:42:27.000","2024-03-19T00:00:00.000","DOB","Department of Buildings","General Construction/Plumbing","Building Shaking/Vibrating/Structural Stability",,"10457","2191 RYER AVENUE","RYER AVENUE",,,,,"ADDRESS","BRONX",,"N/A","Closed",,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-19T00:00:00.000","05 BRONX","2031570050","BRONX","1011913","250766","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.85492629436439","-73.90000231334831","
,  
(40.85492629436439, -73.90000231334831)","10935","6","5","22","29","29"
